"人气排序","小说名称","作者","小说类型","总点击数","会员周点击数","总字数","评论数","评分","小说性质","写作进程","授权状态","更新时间","内容简介"
1392,"随身带着未来空间","子云非云","都市小说",1799940,159,1366969,2938,9.4,"公众作品","已经完本","Ａ级签约","2016/7/30 14:53","　　一个神奇的空间，改变了叶泉平凡的人生轨迹。???     居然能提升自身的各种实力？什么钢铁侠、蜘蛛侠、蝙蝠侠，都是小菜一碟！???     还能兑换无数的未来科技产品？隐身衣、机甲、太空飞船、海底基地、机器人军队，一个都不能少！???     做个种田农民，逍遥自在？还是当超级英雄，救人于危难之中？或者干脆称霸地球、统治人类？???     *******???     新书《重生之末世宝典》已经上传，希望各位书友前去支持！"
1393,"楚门的奇妙旅行","八云空","科幻小说",17250,2,161523,235,10,"VIP作品","新书上传","专属作品","2015/10/12 17:57","　　“抽奖系统上线，请摇奖~”

???     “我勒个去，这老虎机的风格的摇奖是闹哪样啊？按照尿性不应该是转盘么？但是一旦接受了这种设定，还意外地带感啊~”楚门一边脑洞大开，一边拉下了摇杆。

???     只见第一格出现了“NICO”的字样，NI…我去，这是什么邪教出品的摇奖机么？然后第二格赫然出现了“POI”，还没来得及吐槽，第三格也停下了——“DUANG”……

???     “噗——”NICO个鬼啊，POI个鬼啊，DUANG又是什么鬼？系统你果然是在玩我吧？你必须是在玩我吧？

???     ……

???     这是楚门的脑洞大开之旅，总之是一个严谨而欢乐的轻松向日常科幻故事~

???     暗黑卷、上古艾泽拉斯卷已完，可放心食用~"
1394,"沙漠圣贤","穆斯塔法本哈立德","奇幻小说",481596,19,1140773,1625,9.9,"公众作品","情节展开","Ａ级签约","2016/10/9 19:48","　　这是一个火与沙的世界。
???     这是一片血与尘的大陆。
???     这是我的家——阿塔斯。
???     没有慈悲没有雨，没有国家没有神的世界。
???     参考2版DarkSun设定架设，沙漠风情的正统奇幻小说。日后可能引入魔法船以及Mystara世界。
???     适合传统西幻爱好者观看。"
1395,"日在火影","某胖","二次元小说",654359,133,836729,3260,9.8,"VIP作品","情节展开","授权作品","2016/9/16 16:03","　　“所以……你们既不肯要和平，又不肯去死吗？”
???"
1396,"转生魅魔","绝代腰包","都市小说",82476,38,533543,1610,9.8,"VIP作品","新书上传","Ａ级","2016/4/15 22:16","　　突然间少年接到了一个陌生律师的电话，多年不见的义父居然给自己留下了遗产，然而在收到遗产的时候却突遇意外不幸身亡。
???     一番折腾后竟转生成为了魅魔一族甚至还是一族公主。
???     今后到底会如何是败于本能还是…………
???     书友群群号414981953，有兴趣的可以加一下_(:з」∠)_"
1397,"掌中大世界","老海讼歌","都市小说",99701,8,1323661,819,10,"公众作品","新书上传","Ａ级签约","2016/7/5 20:28","　　一个充满传奇、充满神话的高武世界。这里有令人不可思议的武功秘籍、有承传万年的门派、有通天彻地的大能强者，更有宝器、有晶石、有灵药、有神兽，资源丰富得令人咋舌。一个普通的都市男，突然间掌握着往通这个神奇世界的大门！拥有这一独一无二的通道，从此，人生注定不平凡……"
1398,"王者之英雄联盟","魔道弟子","游戏小说",39259,1,88991,558,10,"VIP作品","已经完本","Ａ级","2015/5/4 17:49","　　入宫……"
1399,"三国之模拟城市","懒猫不瘦","游戏小说",3446883,197,4091765,7919,7.4,"公众作品","已经完本","Ａ级签约","2016/8/5 12:33","　　一名领主，在三国打拼的故事。"
1400,"九代医王","无所不骑","都市小说",48123,3,307628,232,0,"VIP作品","新书上传","Ａ级","2015/9/30 11:53","　　九代单传，世代为医。

???     老祖宗傅青主为明清名医，名满天下，到了傅云这一代，他决定走出小诊所，开拓新天地。

???     “勇猛精进，志愿无倦，这是我的医道。”——傅云。

???     XX

???     从古至今，庸医无数，名医难求，所以古语有云：为人子女者，不知医是为不孝；为人父母者，不知医是为不慈！

???"
1401,"假如神也玩游戏","冰封完美","游戏小说",113997,1,786927,1060,10,"公众作品","已经完本","Ａ级签约","2015/9/24 11:31","　　不保留的，才叫青春。???     不解释的，才叫从容。???     不放手的，才叫真爱。???     不完美的，才叫人生。???     ——by神"
1402,"调教太平洋","河马散人","历史小说",5120348,192,3740244,18187,9.6,"公众作品","已经完本","Ａ级签约","2012/4/16 13:42","　　*****
???"
1403,"上品寒士","贼道三痴","历史小说",5999280,123,1551490,28167,8.5,"公众作品","已经完本","Ａ级签约","2011/4/20 7:44","　　现代资深驴友穿越到东晋年间，寄魂于寒门少年陈操之，面临族中田产将被侵夺、贤慧的寡嫂被逼改嫁的困难局面，陈操之如何突破门第的偏见，改变自己的命运，从而维护自己和族人的利益？
???     且看寒门少年在九品官人法的森严等级中步步攀升，与顾恺之为友，娶谢道韫为妻，金戈铁马，北伐建功，成就穿越东晋第一书。"
1404,"大反派也有春天","熏香如风","科幻小说",444621,174,3495989,5559,9.5,"公众作品","精彩纷呈","Ａ级签约","2016/10/22 23:11","　　摆在208寝室最后一个处男吴尘面前有两条路：天桥底下50块，或者好好谈场恋爱。???     然而，这种毫无新意完全无技术含量的平板想法，又怎么能满足没有槽点吐出槽点，没有亮点撸出亮点，没有难度制造难度的——技术宅？！???     于是，18岁生日前夜，开着贴满‘藤原豆腐店自家用’胶条的九手普桑，吴尘NEW－B轰轰的登场了。???     哔！安全提示：???     1）这是一个误打误撞，在反派道路上越行越远的欢乐故事。???     2）这是一个有着坚定的近未来科幻内核的原汁原味黑暗体位故事汇。???     3）这是一个外行看门道，内行看热闹的超能超燃的爆米花合家欢动作爱情裸眼3D故事片。???     PS:这真不是说笑。"
1405,"刑名师爷","沐轶","历史小说",3504477,7,2579801,2778,6.7,"公众作品","已经完本","Ａ级签约","2009/6/7 21:12","　　穿越明朝的法医当了县衙刑名师爷，遇到各种离奇迷案。他运用自己的法医侦破推理知识，仔细勘察、精心检验、缜密推理，抽丝剥茧，揭开层层迷雾，终于将这些离奇案件幕后真相一件件大白于天下。"
1406,"我的大脑是生物电脑","小雷g","都市小说",198403,34,1193698,801,8.4,"公众作品","情节展开","Ａ级签约","2015/6/14 23:21","　　平凡的陈东早上醒来，感觉到身边的一切好像变了。
???     醒来后大脑变成一个类似生物电脑一样的存在。
???     可是电脑能控制自己的硬件么？陈东却能控制身体的每一个细胞。
???     不算电脑却能连接网络，还能进入别人电脑，甚至是美国五角大楼的电脑。
???     更恐怖的是那不知该如何形容的计算和模拟的能力。
???     从此，陈东不平凡的人生开始了……
???"
1407,"魔门正宗","Deathstate","仙侠小说",262325,110,2466717,2973,9.6,"公众作品","新书上传","Ａ级签约","2016/7/19 15:50","　　道门修天意，佛门修彼岸，魔门修红尘。
???     长生之道，歧路万千。
???     我乃魔门正宗，踏遍红尘证天道，重建昆仑傲九州。"
1408,"游之轨迹","游系风","二次元小说",83028,36,2539137,1826,10,"公众作品","连载中","Ａ级签约","2016/10/23 6:05","　　【英雄传说?零\碧之轨迹】的同人文。非穿越，有大量原创人物和原创情节，力求展现一个真实的克洛斯贝尔，一个真实的轨迹世界。???     克洛斯贝尔自治州，位于帝国和共和国之间，因为其独特的地理条件，被两大国觊觎良久。此地的明争暗斗从未停息。政治腐败，警察昏庸。黑手党横行无忌，官员分为帝国派共和派纷争不断，还有神秘的组织在暗中蠢动。???     在这个被人称之为【魔都】的城市，却迎来了一位浑身包裹着谜团的旅行者：游辰巳。身为外人的他，却被邀请加入警察局新成立的部门， 他的到来究竟会给克洛斯贝尔带来怎样的改变呢？敬请期待。???"
1409,"宠物小精灵幻想录","间野石","二次元小说",408010,5,372403,882,9.6,"VIP作品","新书上传","专属作品","2015/3/16 17:29","　　从地球穿越而来的少年间野石，收服、培育宠物小精灵，在世界旅行冒险的经历！
???     这是一本娱乐作者为目的的宠物小精灵小说，如果同时能娱乐到读者那更好。作者没玩过游戏，只看过动画，所以有什么数据上的错误，欢迎提示，但不欢迎辱骂，不喜欢的请第一时间点右上角的小红叉，谢谢！
???"
1410,"韩娱之篮球梦","0逍0遥0","职场小说",74833,24,552137,1016,0,"VIP作品","新书上传","专属作品","2016/5/14 18:33","　　一个对篮球喜爱的少年，因为一场车祸重生了，今生的他要如何在赛场上驰骋，韩娱加篮球，女主少时。"
1411,"穿梭在动漫世界","夜间袭击的大叔","二次元小说",66076,19,286922,556,0,"VIP作品","新书上传","专属作品","2016/1/6 18:16","　　颜辰，一个父母双亡的高中生，在现实生活中无聊的生活着，他期待着新的乐趣出现，不知是不是上天知道了他的愿望，他如愿找到了新的乐趣，在动漫的世界中，他将开始新的旅行。
???     本人新人，如有什么写得不好的地方请见谅....
???     简介什么的太麻烦了，不要在意这些细节_(___)_"
1412,"我的老婆是军阀","录事参军","历史小说",8287578,186,2459810,39676,9.7,"公众作品","已经完本","Ａ级签约","2016/4/20 14:20","　　颠覆晚清，弄权庙堂，羽扇纶巾，谈笑间翻天覆地。
???     参军出品，必属精品
???     一部开国皇帝的奋斗史，一部中华文明的开拓史
???     不一样的穿越文，轻松过瘾和历史厚重谁说不能兼得？
???"
1413,"网游之弱者的反击","一口大西瓜","游戏小说",75764,1,460663,411,10,"公众作品","新书上传","Ａ级签约","2015/7/21 15:55","　　兄弟送了一个游戏头盔，说是抽奖得到的。那既然是可以在睡觉中玩，那就陪兄弟玩吧……
???     “请问，作为《神域》中，最厉害的锻造师和附魔师，您有什么想法呢？”
???     “我没有任何的想法，只是想帮兄弟一把而已。我也不知道自己能有今天这个成就。还有~有事找我兄弟说，没事别烦我。”

???     听着自己兄弟的话，某人非常的发愁。虽然兄弟为自己打造的高级装备，让他很高兴；但他更希望自己的兄弟，能从_丝转变为高富帅，尤其是心态方面。为此，他一直都在努力。"
